title,combined_text,release_year,voting
The Happening,"Thriller ScienceFictiontree naturaldisaster crisis park strangebehaviorW h e n   a   d e a d l y   a i r b o r n e   v i r u s   t h r e a t e n s   t o   w i p e   o u t   t h e   n o r t h e a s t e r n   U n i t e d   S t a t e s ,   t e a c h e r   E l l i o t t   M o o r e   ( M a r k   W a h l b e r g )   a n d   h i s   w i f e   ( Z o o e y   D e s c h a n e l )   f l e e   f r o m   c o n t a m i n a t e d   c i t i e s   i n t o   t h e   c o u n t r y s i d e   i n   a   f i g h t   t o   d i s c o v e r   t h e   t r u t h .   I s   i t   t e r r o r i s m ,   t h e   a c c i d e n t a l   r e l e a s e   o f   s o m e   t o x i c   m i l i t a r y   b i o   w e a p o n   - -   o r   s o m e t h i n g   e v e n   m o r e   s i n i s t e r ?   J o h n   L e g u i z a m o   a n d   B e t t y   B u c k l e y   c o - s t a r   i n   t h i s   t h r i l l e r   f r o m   w r i t e r - d i r e c t o r   M .   N i g h t   S h y a m a l a n . 2008",2008,4.9
The Shaggy Dog,Comedy Familyfathersonrelationship parentskidsrelationship workaholic wifehusbandrelationship transformation bodyexchange daughter lawyer dog family turnsintoanimalT h e   t a l e   o f   a   w o r k a h o l i c   d a d - t u r n e d - d o g   w h o   f i n d s   t h a t   b e i n g   m a n ' s   b e s t   f r i e n d   s h o w s   h i m   t h e   m o s t   i m p o r t a n t   j o b   -   b e i n g   a   g r e a t   d a d . 2006,2006,4.5
Hellboy,"Fantasy Action ScienceFictionblackmagic fistfight cover-up superhero paranormalphenomena narrationfromgrave demon occult combatphotography reanimatedcorpse duringcreditsstingerI n   t h e   f i n a l   d a y s   o f   W o r l d   W a r   I I ,   t h e   N a z i s   a t t e m p t   t o   u s e   b l a c k   m a g i c   t o   a i d   t h e i r   d y i n g   c a u s e .   T h e   A l l i e s   r a i d   t h e   c a m p   w h e r e   t h e   c e r e m o n y   i s   t a k i n g   p l a c e ,   b u t   n o t   b e f o r e   a   d e m o n   -   H e l l b o y   -   h a s   a l r e a d y   b e e n   c o n j u r e d .   J o i n i n g   t h e   A l l i e d   f o r c e s ,   H e l l b o y   e v e n t u a l l y   g r o w s   t o   a d u l t h o o d ,   s e r v i n g   t h e   c a u s e   o f   g o o d   r a t h e r   t h a n   e v i l . 2004",2004,6.5
ParaNorman,"Family Animation Adventure Comedymedium stopmotion curse jock ghost communicatingwiththedead aftercreditsstinger dealingwiththepast witchtrial childwitch empathy strangeI n   t h e   t o w n   o f   B l i t h e   H o l l o w ,   N o r m a n   B a b c o c k   i s   a   b o y   w h o   c a n   s p e a k   t o   t h e   d e a d ,   b u t   n o   o n e   b e s i d e s   h i s   e c c e n t r i c   n e w   f r i e n d ,   N e i l ,   b e l i e v e s   h i s   a b i l i t y   i s   r e a l .   O n e   d a y ,   N o r m a n ' s   e s t r a n g e d   e c c e n t r i c   u n c l e   t e l l s   h i m   o f   a n   i m p o r t a n t   a n n u a l   r i t u a l   h e   m u s t   t a k e   u p   t o   p r o t e c t   t h e   t o w n   f r o m   a n   c u r s e   c a s t   b y   a   w i t c h   i t   c o n d e m n e d   c e n t u r i e s   a g o .   E v e n t u a l l y ,   N o r m a n   d e c i d e s   t o   c o o p e r a t e ,   b u t   t h i n g s   d o n ' t   g o   a c c o r d i n g   t o   p l a n .   N o w ,   a   m a g i c   s t o r m   o f   t h e   w i t c h   t h r e a t e n s   B l i t h e   H o l l o w   a s   t h e   a c c u r s e d   d e a d   r i s e .   T o g e t h e r   w i t h   u n e x p e c t e d   n e w   c o m p a n i o n s ,   N o r m a n   s t r u g g l e s   t o   s a v e   h i s   t o w n ,   o n l y   t o   d i s c o v e r   t h e   h o r r i f i c   t r u t h   o f   t h e   c u r s e .   W i t h   t h a t   i n s i g h t ,   N o r m a n   m u s t   r e s o l v e   t h e   c r i s i s   f o r   g o o d   a s   o n l y   h e   c a n . 2012",2012,6.7
The Tale of Despereaux,"Adventure Animation Familyloyalty totalitarianregime mouse forgiveness honor unlikelyfriendship courage chivalry animalleadO n c e   u p o n   a   t i m e . . .   i n   t h e   f a r   a w a y   k i n g d o m   o f   D o r . . .   l i v e d   a   b r a v e   a n d   v i r t u o u s   m o u s e   w i t h   c o m i c a l l y   o v e r s i z e d   e a r s   w h o   d r e a m t   o f   b e c o m i n g   a   k n i g h t .   B a n i s h e d   f r o m   h i s   h o m e   f o r   h a v i n g   s u c h   l o f t y   a m b i t i o n s ,   D e s p e r e a u x   s e t s   o f f   o n   a n   a m a z i n g   a d v e n t u r e   w i t h   h i s   g o o d - h e a r t e d   r a t   f r i e n d   R o s c u r o ,   w h o   l e a d s   h i m ,   a t   l o n g   l a s t ,   o n   a   v e r y   n o b l e   q u e s t   t o   r e s c u e   a n   e n d a n g e r e d   p r i n c e s s   a n d   s a v e   a n   e n t i r e   k i n g d o m   f r o m   d a r k n e s s . 2008",2008,5.8
London Has Fallen,"Action Crime Thrillerlondonengland terrorist terroristattackI n   L o n d o n   f o r   t h e   P r i m e   M i n i s t e r ' s   f u n e r a l ,   M i k e   B a n n i n g   d i s c o v e r s   a   p l o t   t o   a s s a s s i n a t e   a l l   t h e   a t t e n d i n g   w o r l d   l e a d e r s . 2016",2016,5.8
Shooter,"Action Drama Mystery Thriller Crimecorruption sniper senator conspiracyofmurder childlessness rifle sniperrifle fbiagentA   m a r k s m a n   l i v i n g   i n   e x i l e   i s   c o a x e d   b a c k   i n t o   a c t i o n   a f t e r   l e a r n i n g   o f   a   p l o t   t o   k i l l   t h e   p r e s i d e n t .   U l t i m a t e l y   d o u b l e - c r o s s e d   a n d   f r a m e d   f o r   t h e   a t t e m p t ,   h e   g o e s   o n   t h e   r u n   t o   t r a c k   t h e   r e a l   k i l l e r   a n d   f i n d   o u t   w h o   e x a c t l y   s e t   h i m   u p ,   a n d   w h y . 2007",2007,6.9
The Lego Movie,"Adventure Animation Comedy Family Fantasyfathersonrelationship creativity friendship partliveaction toys basedontoy fallinginlove superpowers duringcreditsstinger differentworlds lego batmanA n   o r d i n a r y   L e g o   m i n i - f i g u r e ,   m i s t a k e n l y   t h o u g h t   t o   b e   t h e   e x t r a o r d i n a r y   M a s t e r B u i l d e r ,   i s   r e c r u i t e d   t o   j o i n   a   q u e s t   t o   s t o p   a n   e v i l   L e g o   t y r a n t   f r o m   g l u i n g   t h e   u n i v e r s e   t o g e t h e r . 2014",2014,7.5
Gangster Squad,"Crime Drama Action Thrillerlosangeles gangsterL o s   A n g e l e s ,   1 9 4 9 .   R u t h l e s s ,   B r o o k l y n - b o r n   m o b   k i n g   M i c k e y   C o h e n   r u n s   t h e   s h o w   i n   t h i s   t o w n ,   r e a p i n g   t h e   i l l - g o t t e n   g a i n s   f r o m   t h e   d r u g s ,   t h e   g u n s ,   t h e   p r o s t i t u t e s   a n d   —   i f   h e   h a s   h i s   w a y   —   e v e r y   w i r e   b e t   p l a c e d   w e s t   o f   C h i c a g o .   A n d   h e   d o e s   i t   a l l   w i t h   t h e   p r o t e c t i o n   o f   n o t   o n l y   h i s   o w n   p a i d   g o o n s ,   b u t   a l s o   t h e   p o l i c e   a n d   t h e   p o l i t i c i a n s   w h o   a r e   u n d e r   h i s   c o n t r o l .   I t ’ s   e n o u g h   t o   i n t i m i d a t e   e v e n   t h e   b r a v e s t ,   s t r e e t - h a r d e n e d   c o p …   e x c e p t ,   p e r h a p s ,   f o r   t h e   s m a l l ,   s e c r e t   c r e w   o f   L A P D   o u t s i d e r s   l e d   b y   S g t .   J o h n   O ’ M a r a   a n d   J e r r y   W o o t e r s   w h o   c o m e   t o g e t h e r   t o   t r y   t o   t e a r   C o h e n ’ s   w o r l d   a p a r t . 2013",2013,6.2
Invictus,"Drama Historystadium southafrica apartheid nelsonmandela sport nation rugby president racism poverty celebration duringcreditsstingerN e w l y   e l e c t e d   P r e s i d e n t   N e l s o n   M a n d e l a   k n o w s   h i s   n a t i o n   r e m a i n s   r a c i a l l y   a n d   e c o n o m i c a l l y   d i v i d e d   i n   t h e   w a k e   o f   a p a r t h e i d .   B e l i e v i n g   h e   c a n   b r i n g   h i s   p e o p l e   t o g e t h e r   t h r o u g h   t h e   u n i v e r s a l   l a n g u a g e   o f   s p o r t ,   M a n d e l a   r a l l i e s   S o u t h   A f r i c a ' s   r u g b y   t e a m   a s   t h e y   m a k e   t h e i r   h i s t o r i c   r u n   t o   t h e   1 9 9 5   R u g b y   W o r l d   C u p   C h a m p i o n s h i p   m a t c h . 2009",2009,7.0
State of Play,"Actioncorruption assassination detective journalist assassin newspaper congress editor-in-chief conspiracyofmurder politics electioncampaign government murder thriller blog reporterH a n d s o m e ,   u n f l a p p a b l e   U . S .   C o n g r e s s m a n   S t e p h e n   C o l l i n s   i s   t h e   f u t u r e   o f   h i s   p o l i t i c a l   p a r t y :   a n   h o n o r a b l e   a p p o i n t e e   w h o   s e r v e s   a s   t h e   c h a i r m a n   o f   a   c o m m i t t e e   o v e r s e e i n g   d e f e n s e   s p e n d i n g .   A l l   e y e s   a r e   u p o n   t h e   r i s i n g   s t a r   t o   b e   h i s   p a r t y ' s   c o n t e n d e r   f o r   t h e   u p c o m i n g   p r e s i d e n t i a l   r a c e .   U n t i l   h i s   r e s e a r c h   a s s i s t a n t / m i s t r e s s   i s   b r u t a l l y   m u r d e r e d   a n d   b u r i e d   s e c r e t s   c o m e   t u m b l i n g   o u t . 2009",2009,6.7
Duplicity,Romance Comedy CrimespyT w o   r o m a n t i c a l l y - e n g a g e d   c o r p o r a t e   s p i e s   t e a m   u p   t o   m a n i p u l a t e   a   c o r p o r a t e   r a c e   t o   c o r n e r   t h e   m a r k e t   o n   a   m e d i c a l   i n n o v a t i o n   t h a t   w i l l   r e a p   h u g e   p r o f i t s   a n d   e n a b l e   t h e m   t o   l e a d   a n   e x t r a v a g a n t   l i f e s t y l e   t o g e t h e r . 2009,2009,5.7
Planet 51,"ScienceFiction Animation Family Comedy Adventureflyingsaucer alienlife-form spaceship alien alienplanet planet duringcreditsstingerW h e n   E a r t h   a s t r o n a u t   C a p t .   C h u c k   B a k e r   a r r i v e s   o n   P l a n e t   5 1   - -   a   w o r l d   r e m i n i s c e n t   o f   A m e r i c a n   s u b u r b i a   c i r c a   1 9 5 0   - -   h e   t r i e s   t o   a v o i d   c a p t u r e ,   r e c o v e r   h i s   s p a c e s h i p   a n d   m a k e   i t   h o m e   s a f e l y ,   a l l   w i t h   t h e   h e l p   o f   a n   e m p a t h e t i c   l i t t l e   g r e e n   b e i n g . 2009",2009,5.6
Trouble with the Curve,"Drama Romancewomen baseball pitcher homerun aging sport talent-scout cigarsmoking pooreyesight bostonredsox draft motelroom baseballscout failingeyesight blurryvision blurredsightS l o w e d   b y   a g e   a n d   f a i l i n g   e y e s i g h t ,   c r a c k   b a s e b a l l   s c o u t   G u s   L o b e l   t a k e s   h i s   g r o w n   d a u g h t e r   a l o n g   a s   h e   c h e c k s   o u t   t h e   f i n a l   p r o s p e c t   o f   h i s   c a r e e r .   A l o n g   t h e   w a y ,   t h e   t w o   r e n e w   t h e i r   b o n d ,   a n d   s h e   c a t c h e s   t h e   e y e   o f   a   y o u n g   p l a y e r - t u r n e d - s c o u t . 2012",2012,6.6
Righteous Kill,"Action Crime Drama Thrillerrevenge murder plottwist dirtycopT w o   v e t e r a n   N e w   Y o r k   C i t y   d e t e c t i v e s   w o r k   t o   i d e n t i f y   t h e   p o s s i b l e   c o n n e c t i o n   b e t w e e n   a   r e c e n t   m u r d e r   a n d   a   c a s e   t h e y   b e l i e v e   t h e y   s o l v e d   y e a r s   a g o ;   i s   t h e r e   a   s e r i a l   k i l l e r   o n   t h e   l o o s e ,   a n d   d i d   t h e y   p e r h a p s   p u t   t h e   w r o n g   p e r s o n   b e h i n d   b a r s ? 2008",2008,5.9
The Soloist,"Dramanewspaper cello musical violin losangelesA   L o s   A n g e l e s   j o u r n a l i s t   b e f r i e n d s   a   h o m e l e s s   J u i l l i a r d - t r a i n e d   m u s i c i a n ,   w h i l e   l o o k i n g   f o r   a   n e w   a r t i c l e   f o r   t h e   p a p e r . 2009",2009,6.6
xXx: State of the Union,"Action Adventure Crime Drama Mystery Thrillerwashingtond.c. helicopter usapresident general coupd'etat militaryprison coup agent insurgent secretaryofdefense potusI c e   C u b e   s t a r s   a s   D a r i u s   S t o n e ,   a   t h r i l l - s e e k i n g   t r o u b l e m a k e r   w h o s e   c r i m i n a l   r e c o r d   a n d   e x t r e m e   s p o r t s   o b s e s s i o n   m a k e   h i m   t h e   p e r f e c t   c a n d i d a t e   t o   b e   t h e   n e w e s t   X X X   a g e n t .   H e   m u s t   s a v e   t h e   U . S .   g o v e r n m e n t   f r o m   a   d e a d l y   c o n s p i r a c y   l e d   b y   f i v e - s t a r   g e n e r a l   a n d   S e c r e t a r y   o f   D e f e n s e   G e o r g e   D e c k e r t   ( p l a y e d   b y   W i l l e m   D a f o e ) . 2005",2005,4.7
Priest,"Action ScienceFiction Fantasy Thriller Horrorvampire crucifixion post-apocalyptic dystopia vampirehunter disobey niece darkheroI n   a n   a l t e r n a t e   w o r l d ,   h u m a n i t y   a n d   v a m p i r e s   h a v e   w a r r e d   f o r   c e n t u r i e s .   A f t e r   t h e   l a s t   V a m p i r e   W a r ,   t h e   v e t e r a n   W a r r i o r   P r i e s t   l i v e s   i n   o b s c u r i t y   w i t h   o t h e r   h u m a n s   i n s i d e   o n e   o f   t h e   C h u r c h ' s   w a l l e d   c i t i e s .   W h e n   t h e   P r i e s t ' s   n i e c e   i s   k i d n a p p e d   b y   v a m p i r e s ,   t h e   P r i e s t   b r e a k s   h i s   v o w s   t o   h u n t   t h e m   d o w n .   H e   i s   a c c o m p a n i e d   b y   t h e   n i e c e ' s   b o y f r i e n d ,   w h o   i s   a   w a s t e l a n d   s h e r i f f ,   a n d   a   f o r m e r   W a r r i o r   P r i e s t e s s . 2011",2011,5.4
Winter's Tale,"Drama Fantasy Mystery RomancebasedonnovelA   b u r g l a r   f a l l s   f o r   a n   h e i r e s s   a s   s h e   d i e s   i n   h i s   a r m s .   W h e n   h e   l e a r n s   t h a t   h e   h a s   t h e   g i f t   o f   r e i n c a r n a t i o n ,   h e   s e t s   o u t   t o   s a v e   h e r . 2014",2014,6.0
The Mortal Instruments: City of Bones,"Action Adventure Drama Mystery Romance Fantasyangel vampire werewolf warlock downworlder shadowhunter demonhunter basedonyoungadultnovelI n   N e w   Y o r k   C i t y ,   C l a r y   F r a y ,   a   s e e m i n g l y   o r d i n a r y   t e e n a g e r ,   l e a r n s   t h a t   s h e   i s   d e s c e n d e d   f r o m   a   l i n e   o f   S h a d o w h u n t e r s   —   h a l f - a n g e l   w a r r i o r s   w h o   p r o t e c t   h u m a n i t y   f r o m   e v i l   f o r c e s .   A f t e r   h e r   m o t h e r   d i s a p p e a r s ,   C l a r y   j o i n s   f o r c e s   w i t h   a   g r o u p   o f   S h a d o w h u n t e r s   a n d   e n t e r s   D o w n w o r l d ,   a n   a l t e r n a t e   r e a l m   f i l l e d   w i t h   d e m o n s ,   v a m p i r e s ,   a n d   a   h o s t   o f   o t h e r   c r e a t u r e s .   C l a r y   a n d   h e r   c o m p a n i o n s   m u s t   f i n d   a n d   p r o t e c t   a n   a n c i e n t   c u p   t h a t   h o l d s   t h e   k e y   t o   h e r   m o t h e r ' s   f u t u r e . 2013",2013,6.2
Meet Dave,"Comedy ScienceFiction Adventure Familynewyork captain starships newlove earth friendship crew carcrash space alien survival planet duringcreditsstingerA   c r e w   o f   m i n i a t u r e   a l i e n s   o p e r a t e   a   s p a c e s h i p   t h a t   h a s   a   h u m a n   f o r m .   W h i l e   t r y i n g   t o   s a v e   t h e i r   p l a n e t ,   t h e   a l i e n s   e n c o u n t e r   a   n e w   p r o b l e m ,   a s   t h e i r   s h i p   b e c o m e s   s m i t t e n   w i t h   a n   E a r t h   w o m a n . 2008",2008,5.0
Inkheart,"Adventure Family Fantasybook fairytale eavesdropping adventure writer'sblockT h e   a d v e n t u r e s   o f   a   f a t h e r   a n d   h i s   y o u n g   d a u g h t e r ,   i n   t h e i r   s e a r c h   f o r   a   l o n g   l o s t   b o o k   t h a t   w i l l   h e l p   r e u n i t e   a   m i s s i n g ,   c l o s e   r e l a t i v e . 2008",2008,6.0
The Spirit,"Action Comedy Thriller Crime ScienceFictionsecretidentity robber mask frog basedoncomicstrip backfromthedeadD o w n   t h e s e   m e a n   s t r e e t s   a   m a n   m u s t   c o m e .   A   h e r o   b o r n ,   m u r d e r e d ,   a n d   b o r n   a g a i n .   W h e n   a   R o o k i e   c o p   n a m e d   D e n n y   C o l t   r e t u r n s   f r o m   t h e   b e y o n d   a s   T h e   S p i r i t ,   a   h e r o   w h o s e   m i s s i o n   i s   t o   f i g h t   a g a i n s t   t h e   b a d   f o r c e s   f r o m   t h e   s h a d o w s   o f   C e n t r a l   C i t y ,   t h e   O c t o p u s   w h o   k i l l s   a n y o n e   u n f o r t u n a t e   e n o u g h   t o   s e e   h i s   f a c e   w h o   h a s   o t h e r   p l a n s .   H e ' s   g o i n g   t o   w i p e   o u t   t h e   e n t i r e   c i t y . 2008",2008,4.7
Mortdecai,"Comedy Adventurebasedonnovel painting debt artdealer stolenpaintingA r t   d e a l e r ,   C h a r l e s   M o r t d e c a i ,   s e a r c h e s   f o r   a   s t o l e n   p a i n t i n g   r u m o r e d   t o   c o n t a i n   a   s e c r e t   c o d e   t h a t   g a i n s   a c c e s s   t o   h i d d e n   N a z i   g o l d . 2015",2015,5.4
In the Name of the King: A Dungeon Siege Tale,"Adventure Fantasy Action Dramafictionalplace monster lossoffamily newlove hero loveofone'slife magic fairytale villain kingdom enchantment badpower son heirtothethrone motherlylove wizardry revenge royalty family basedonvideogame medievalA   m a n   n a m e d   F a r m e r   s e t s   o u t   t o   r e s c u e   h i s   k i d n a p p e d   w i f e   a n d   a v e n g e   t h e   d e a t h   o f   h i s   s o n   - -   t w o   a c t s   c o m m i t t e d   b y   t h e   K r u g s ,   a   r a c e   o f   a n i m a l - w a r r i o r s   w h o   a r e   c o n t r o l l e d   b y   t h e   e v i l   G a l l i a n . 2007",2007,4.1
